date,series_id,meas
2020-06-12,KNFB,3578.14
2020-06-13,KNFB,3583.27
2020-06-14,KNFB,3587.28
2020-06-15,KNFB,3591.34
2020-06-16,KNFB,3595.81
2020-06-17,KNFB,3601.28
2020-06-18,KNFB,3606.15
2020-06-19,KNFB,3611.33
2020-06-20,KNFB,3616.5
2020-06-21,KNFB,3621.88
2020-06-22,KNFB,3626.38
2020-06-23,KNFB,3631.13
2020-06-24,KNFB,3636.33
2020-06-25,KNFB,3642.0
2020-06-26,KNFB,3646.34
2020-06-27,KNFB,3651.11
2020-06-28,KNFB,3656.01
2020-06-29,KNFB,3661.75
2020-06-30,KNFB,3667.28
2020-07-01,KNFB,3674.24
2020-07-02,KNFB,3681.65
2020-07-03,KNFB,3689.89
2020-07-04,KNFB,3697.12
2020-07-05,KNFB,3705.24
2020-07-06,KNFB,3713.78
2020-07-07,KNFB,3722.06
2020-07-08,KNFB,3730.7
2020-07-09,KNFB,3739.91
2020-07-10,KNFB,3747.77
2020-07-11,KNFB,3756.14
2020-07-12,KNFB,3764.05
2020-07-13,KNFB,3771.95
2020-07-14,KNFB,3779.7
2020-07-15,KNFB,3788.05
2020-07-16,KNFB,3796.13
2020-07-17,KNFB,3804.83
2020-07-18,KNFB,3812.76
2020-07-19,KNFB,3821.13
2020-07-20,KNFB,3829.49
2020-07-21,KNFB,3837.42
2020-07-22,KNFB,3845.67
2020-07-23,KNFB,3853.85
2020-07-24,KNFB,3862.59
2020-07-25,KNFB,3871.04
2020-07-26,KNFB,3879.85
2020-07-27,KNFB,3888.6
2020-07-28,KNFB,3897.33
2020-07-29,KNFB,3905.59
2020-07-30,KNFB,3913.65
2020-07-31,KNFB,3921.79
2020-08-01,KNFB,3930.15
2020-08-02,KNFB,3938.47
2020-08-03,KNFB,3947.21
2020-08-04,KNFB,3956.61
2020-08-05,KNFB,3965.87
2020-08-06,KNFB,3974.86
2020-08-07,KNFB,3983.59
2020-08-08,KNFB,3991.34
2020-08-09,KNFB,3999.55
2020-08-10,KNFB,4007.33
2020-08-11,KNFB,4015.38
2020-08-12,KNFB,4024.51
2020-08-13,KNFB,4033.68
2020-08-14,KNFB,4042.38
2020-08-15,KNFB,4050.98
2020-08-16,KNFB,4059.74
2020-08-17,KNFB,4067.49
2020-08-18,KNFB,4076.42
2020-08-19,KNFB,4084.77
2020-08-20,KNFB,4093.11
2020-08-21,KNFB,4101.25
2020-08-22,KNFB,4110.27
2020-08-23,KNFB,4118.29
2020-08-24,KNFB,4126.99
2020-08-25,KNFB,4135.5
2020-08-26,KNFB,4144.65
2020-08-27,KNFB,4153.31
2020-08-28,KNFB,4162.5
2020-08-29,KNFB,4171.23
2020-08-30,KNFB,4180.05
2020-08-31,KNFB,4190.81
2020-09-01,KNFB,4204.57
2020-09-02,KNFB,4220.07
2020-09-03,KNFB,4238.6
2020-09-04,KNFB,4259.3
2020-09-05,KNFB,4279.64
2020-09-06,KNFB,4299.0
2020-09-07,KNFB,4319.42
2020-09-08,KNFB,4339.75
2020-09-09,KNFB,4360.01
2020-09-10,KNFB,4380.11
2020-09-11,KNFB,4400.91
2020-09-12,KNFB,4421.12
2020-09-13,KNFB,4440.83
2020-09-14,KNFB,4460.8
2020-09-15,KNFB,4482.07
2020-09-16,KNFB,4503.03
2020-09-17,KNFB,4522.96
2020-09-18,KNFB,4544.19
2020-09-19,KNFB,4565.27
2020-09-20,KNFB,4586.02
2020-09-21,KNFB,4606.09
2020-09-22,KNFB,4627.6
2020-09-23,KNFB,4647.59
2020-09-24,KNFB,4668.41
2020-09-25,KNFB,4688.94
2020-09-26,KNFB,4709.44
2020-09-27,KNFB,4730.09
2020-09-28,KNFB,4750.69
2020-09-29,KNFB,4770.78
2020-09-30,KNFB,4788.21
2020-10-01,KNFB,4804.86
2020-10-02,KNFB,4818.09
2020-10-03,KNFB,4830.42
2020-10-04,KNFB,4841.08
2020-10-05,KNFB,4852.13
2020-10-06,KNFB,4862.37
2020-10-07,KNFB,4872.75
2020-10-08,KNFB,4882.24
2020-10-09,KNFB,4892.0
2020-10-10,KNFB,4900.92
2020-10-11,KNFB,4910.37
2020-10-12,KNFB,4920.65
2020-10-13,KNFB,4931.02
2020-10-14,KNFB,4942.11
2020-10-15,KNFB,4952.77
2020-10-16,KNFB,4963.01
2020-10-17,KNFB,4973.78
2020-10-18,KNFB,4983.95
2020-10-19,KNFB,4993.21
2020-10-20,KNFB,5003.95
2020-10-21,KNFB,5014.99
2020-10-22,KNFB,5024.53
2020-10-23,KNFB,5036.0
2020-10-24,KNFB,5046.72
2020-10-25,KNFB,5056.57
2020-10-26,KNFB,5066.72
2020-10-27,KNFB,5077.51
2020-10-28,KNFB,5086.86
2020-10-29,KNFB,5097.11
2020-10-30,KNFB,5107.5
2020-10-31,KNFB,5117.01
2020-11-01,KNFB,5125.74
2020-11-02,KNFB,5134.29
2020-11-03,KNFB,5142.31
2020-11-04,KNFB,5149.98
2020-11-05,KNFB,5157.01
2020-11-06,KNFB,5163.87
2020-11-07,KNFB,5171.91
2020-11-08,KNFB,5178.57
2020-11-09,KNFB,5185.8
2020-11-10,KNFB,5192.53
2020-11-11,KNFB,5200.1
2020-11-12,KNFB,5205.8
2020-11-13,KNFB,5213.29
2020-11-14,KNFB,5220.47
2020-11-15,KNFB,5227.91
2020-11-16,KNFB,5235.09
2020-11-17,KNFB,5243.17
2020-11-18,KNFB,5250.48
2020-11-19,KNFB,5257.7
2020-11-20,KNFB,5265.21
2020-11-21,KNFB,5272.19
2020-11-22,KNFB,5278.62
2020-11-23,KNFB,5284.77
2020-11-24,KNFB,5291.44
2020-11-25,KNFB,5298.52
2020-11-26,KNFB,5305.26
2020-11-27,KNFB,5312.36
2020-11-28,KNFB,5319.76
2020-11-29,KNFB,5326.72
2020-11-30,KNFB,5338.63
2020-12-01,KNFB,5354.2
2020-12-02,KNFB,5373.95
2020-12-03,KNFB,5397.18
2020-12-04,KNFB,5424.18
2020-12-05,KNFB,5450.73
2020-12-06,KNFB,5476.89
2020-12-07,KNFB,5502.92
2020-12-08,KNFB,5530.25
2020-12-09,KNFB,5557.15
2020-12-10,KNFB,5600.0
2020-12-11,KNFB,5600.0
2020-12-12,KNFB,5600.0
2020-12-13,KNFB,5600.0
2020-12-14,KNFB,5600.0
2020-12-15,KNFB,5600.0
2020-12-16,KNFB,5600.0
2020-12-17,KNFB,5600.0
2020-12-18,KNFB,5600.0
2020-12-19,KNFB,5600.0
2020-12-20,KNFB,5600.0
2020-12-21,KNFB,5600.0
2020-12-22,KNFB,5600.0
2020-12-23,KNFB,5600.0
2020-12-24,KNFB,5600.0
2020-12-25,KNFB,5600.0
2020-12-26,KNFB,5600.0
2020-12-27,KNFB,5600.0
2020-12-28,KNFB,5600.0
2020-12-29,KNFB,5600.0
2020-12-30,KNFB,5600.0
2020-12-31,KNFB,5600.0
2021-01-01,KNFB,5600.0
2021-01-02,KNFB,5600.0
2021-01-03,KNFB,5600.0
2021-01-04,KNFB,5601.69
2021-01-05,KNFB,5601.64
2021-01-06,KNFB,5602.73
2021-01-07,KNFB,5604.42
2021-01-08,KNFB,5605.09
2021-01-09,KNFB,5606.56
2021-01-10,KNFB,5607.45
2021-01-11,KNFB,5608.29
2021-01-12,KNFB,5608.89
2021-01-13,KNFB,5610.09
2021-01-14,KNFB,5611.73
2021-01-15,KNFB,5613.07
2021-01-16,KNFB,5614.58
2021-01-17,KNFB,5616.19
2021-01-18,KNFB,5617.31
2021-01-19,KNFB,5617.08
2021-01-20,KNFB,5617.51
2021-01-21,KNFB,5618.37
2021-01-22,KNFB,5619.71
2021-01-23,KNFB,5621.34
2021-01-24,KNFB,5622.17
2021-01-25,KNFB,5623.14
2021-01-26,KNFB,5623.39
2021-01-27,KNFB,5623.47
2021-01-28,KNFB,5623.95
2021-01-29,KNFB,5626.2
2021-01-30,KNFB,5642.29
2021-01-31,KNFB,5659.67
2021-02-01,KNFB,5677.06
2021-02-02,KNFB,5694.94
2021-02-03,KNFB,5711.96
2021-02-04,KNFB,5714.26
2021-02-05,KNFB,5716.43
2021-02-06,KNFB,5719.72
2021-02-07,KNFB,5721.47
2021-02-08,KNFB,5724.0
2021-02-09,KNFB,5728.1
2021-02-10,KNFB,5730.68
2021-02-11,KNFB,5732.38
2021-02-12,KNFB,5735.85
2021-02-13,KNFB,5738.87
2021-02-14,KNFB,5740.89
2021-02-15,KNFB,5743.25
2021-02-16,KNFB,5746.4
2021-02-17,KNFB,5748.02
2021-02-18,KNFB,5750.35
2021-02-19,KNFB,5752.62
2021-02-20,KNFB,5754.41
2021-02-21,KNFB,5756.59
2021-02-22,KNFB,5758.75
2021-02-23,KNFB,5761.5
2021-02-24,KNFB,5765.27
2021-02-25,KNFB,5767.84
2021-02-26,KNFB,5770.92
2021-02-27,KNFB,5773.47
2021-02-28,KNFB,5775.73
2021-03-01,KNFB,5776.98
2021-03-02,KNFB,5781.17
2021-03-03,KNFB,5784.56
2021-03-04,KNFB,5789.75
2021-03-05,KNFB,5794.01
2021-03-06,KNFB,5798.83
2021-03-07,KNFB,5803.84
2021-03-08,KNFB,5807.73
2021-03-09,KNFB,5811.06
2021-03-10,KNFB,5815.81
2021-03-11,KNFB,5820.78
2021-03-12,KNFB,5825.82
2021-03-13,KNFB,5829.94
2021-03-14,KNFB,5835.84
2021-03-15,KNFB,5839.42
2021-03-16,KNFB,5843.94
2021-03-17,KNFB,5846.88
2021-03-18,KNFB,5852.48
2021-03-19,KNFB,5856.03
2021-03-20,KNFB,5861.24
2021-03-21,KNFB,5865.48
2021-03-22,KNFB,5870.37
2021-03-23,KNFB,5873.63
2021-03-24,KNFB,5878.43
2021-03-25,KNFB,5882.52
2021-03-26,KNFB,5886.64
2021-03-27,KNFB,5890.94
2021-03-28,KNFB,5896.22
2021-03-29,KNFB,5898.78
2021-03-30,KNFB,5903.18
2021-03-31,KNFB,5907.15
2021-04-01,KNFB,5911.19
2021-04-02,KNFB,5914.22
2021-04-03,KNFB,5918.61
2021-04-04,KNFB,5920.86
2021-04-05,KNFB,5922.93
2021-04-06,KNFB,5924.15
2021-04-07,KNFB,5926.42
2021-04-08,KNFB,5928.08
2021-04-09,KNFB,5930.24
2021-04-10,KNFB,5933.12
2021-04-11,KNFB,5936.06
2021-04-12,KNFB,5938.63
2021-04-13,KNFB,5940.72
2021-04-14,KNFB,5943.73
2021-04-15,KNFB,5946.05
2021-04-16,KNFB,5948.0
2021-04-17,KNFB,5949.74
2021-04-18,KNFB,5952.53
2021-04-19,KNFB,5954.83
2021-04-20,KNFB,5957.94
2021-04-21,KNFB,5960.5
2021-04-22,KNFB,5963.83
2021-04-23,KNFB,5965.71
2021-04-24,KNFB,5968.22
2021-04-25,KNFB,5970.62
2021-04-26,KNFB,5972.72
2021-04-27,KNFB,5973.54
2021-04-28,KNFB,5976.43
2021-04-29,KNFB,5992.32
2021-04-30,KNFB,6007.93
2021-05-01,KNFB,6023.56
2021-05-02,KNFB,6040.22
2021-05-03,KNFB,6055.34
2021-05-04,KNFB,6057.01
2021-05-05,KNFB,6058.47
2021-05-06,KNFB,6060.45
2021-05-07,KNFB,6060.76
2021-05-08,KNFB,6061.5
2021-05-09,KNFB,6062.53
2021-05-10,KNFB,6062.82
2021-05-11,KNFB,6064.73
2021-05-12,KNFB,6066.64
2021-05-13,KNFB,6068.83
2021-05-14,KNFB,6069.96
2021-05-15,KNFB,6071.53
2021-05-16,KNFB,6072.73
2021-05-17,KNFB,6074.56
2021-05-18,KNFB,6076.29
2021-05-19,KNFB,6078.25
2021-05-20,KNFB,6079.59
2021-05-21,KNFB,6080.29
2021-05-22,KNFB,6082.31
2021-05-23,KNFB,6083.46
2021-05-24,KNFB,6084.49
2021-05-25,KNFB,6086.9
2021-05-26,KNFB,6089.47
2021-05-27,KNFB,6089.41
2021-05-28,KNFB,6091.12
2021-05-29,KNFB,6092.83
2021-05-30,KNFB,6113.85
2021-05-31,KNFB,6133.93
2021-06-01,KNFB,6156.5
2021-06-02,KNFB,6176.87
2021-06-03,KNFB,6196.02
2021-06-04,KNFB,6195.88
2021-06-05,KNFB,6195.62
2021-06-06,KNFB,6192.69
2021-06-07,KNFB,6190.94
2021-06-08,KNFB,6190.54
2021-06-09,KNFB,6188.86
2021-06-10,KNFB,6187.08
2021-06-11,KNFB,6187.17
2021-06-12,KNFB,6186.48
2021-06-13,KNFB,6185.59
2021-06-14,KNFB,6185.65
2021-06-15,KNFB,6185.46
2021-06-16,KNFB,6184.89
2021-06-17,KNFB,6184.41
2021-06-18,KNFB,6182.85
2021-06-19,KNFB,6180.38
2021-06-20,KNFB,6179.44
2021-06-21,KNFB,6178.46
2021-06-22,KNFB,6177.36
2021-06-23,KNFB,6176.86
2021-06-24,KNFB,6175.96
2021-06-25,KNFB,6175.23
2021-06-26,KNFB,6173.88
2021-06-27,KNFB,6173.0
2021-06-28,KNFB,6172.45
2021-06-29,KNFB,6166.88
2021-06-30,KNFB,6161.31
2021-07-01,KNFB,6155.96
2021-07-02,KNFB,6151.65
2021-07-03,KNFB,6147.76
2021-07-04,KNFB,6148.82
2021-07-05,KNFB,6150.92
2021-07-06,KNFB,6152.39
2021-07-07,KNFB,6154.22
2021-07-08,KNFB,6154.67
2021-07-09,KNFB,6156.52
2021-07-10,KNFB,6156.18
2021-07-11,KNFB,6157.23
2021-07-12,KNFB,6157.77
2021-07-13,KNFB,6159.69
2021-07-14,KNFB,6159.75
2021-07-15,KNFB,6160.42
2021-07-16,KNFB,6161.72
2021-07-17,KNFB,6162.62
2021-07-18,KNFB,6163.99
2021-07-19,KNFB,6166.3
2021-07-20,KNFB,6168.75
2021-07-21,KNFB,6170.57
2021-07-22,KNFB,6171.4
2021-07-23,KNFB,6170.85
2021-07-24,KNFB,6171.48
2021-07-25,KNFB,6171.93
2021-07-26,KNFB,6171.32
2021-07-27,KNFB,6172.03
2021-07-28,KNFB,6174.27
2021-07-29,KNFB,6175.17
2021-07-30,KNFB,6175.98
2021-07-31,KNFB,6178.38
2021-08-01,KNFB,6179.24
2021-08-02,KNFB,6179.97
2021-08-03,KNFB,6181.14
2021-08-04,KNFB,6182.72
2021-08-05,KNFB,6183.58
2021-08-06,KNFB,6185.47
2021-08-07,KNFB,6187.84
2021-08-08,KNFB,6190.26
2021-08-09,KNFB,6191.57
2021-08-10,KNFB,6192.83
2021-08-11,KNFB,6193.92
2021-08-12,KNFB,6194.94
2021-08-13,KNFB,6195.38
2021-08-14,KNFB,6197.01
2021-08-15,KNFB,6198.54
2021-08-16,KNFB,6199.66
2021-08-17,KNFB,6199.98
2021-08-18,KNFB,6201.06
2021-08-19,KNFB,6202.15
2021-08-20,KNFB,6202.84
2021-08-21,KNFB,6204.84
2021-08-22,KNFB,6205.89
2021-08-23,KNFB,6207.16
2021-08-24,KNFB,6207.96
2021-08-25,KNFB,6209.88
2021-08-26,KNFB,6210.72
2021-08-27,KNFB,6211.84
2021-08-28,KNFB,6212.57
2021-08-29,KNFB,6213.63
2021-08-30,KNFB,6214.1
2021-08-31,KNFB,6214.96
2021-09-01,KNFB,6216.65
2021-09-02,KNFB,6217.08
2021-09-03,KNFB,6218.78
2021-09-04,KNFB,6219.56
2021-09-05,KNFB,6220.45
2021-09-06,KNFB,6220.31
2021-09-07,KNFB,6222.27
2021-09-08,KNFB,6222.92
2021-09-09,KNFB,6224.04
2021-09-10,KNFB,6225.13
2021-09-11,KNFB,6226.69
2021-09-12,KNFB,6226.5
2021-09-13,KNFB,6227.38
2021-09-14,KNFB,6229.15
2021-09-15,KNFB,6230.4
2021-09-16,KNFB,6230.94
2021-09-17,KNFB,6232.52
2021-09-18,KNFB,6233.7
2021-09-19,KNFB,6233.46
2021-09-20,KNFB,6233.22
2021-09-21,KNFB,6235.05
2021-09-22,KNFB,6235.35
2021-09-23,KNFB,6234.91
2021-09-24,KNFB,6235.59
2021-09-25,KNFB,6237.52
2021-09-26,KNFB,6236.46
2021-09-27,KNFB,6236.95
2021-09-28,KNFB,6236.95
2021-09-29,KNFB,6237.74
2021-09-30,KNFB,6238.24
2021-10-01,KNFB,6239.79
2021-10-02,KNFB,6240.72
2021-10-03,KNFB,6242.55
2021-10-04,KNFB,6242.2
2021-10-05,KNFB,6242.21
2021-10-06,KNFB,6242.81
2021-10-07,KNFB,6244.24
2021-10-08,KNFB,6244.98
2021-10-09,KNFB,6245.43
2021-10-10,KNFB,6246.72
2021-10-11,KNFB,6247.5
2021-10-12,KNFB,6247.59
2021-10-13,KNFB,6248.02
2021-10-14,KNFB,6249.16
2021-10-15,KNFB,6248.61
2021-10-16,KNFB,6248.54
2021-10-17,KNFB,6248.69
2021-10-18,KNFB,6248.06
2021-10-19,KNFB,6249.3
2021-10-20,KNFB,6250.54
2021-10-21,KNFB,6251.02
2021-10-22,KNFB,6250.77
2021-10-23,KNFB,6253.03
2021-10-24,KNFB,6253.86
2021-10-25,KNFB,6254.33
2021-10-26,KNFB,6256.18
2021-10-27,KNFB,6258.09
2021-10-28,KNFB,6257.92
2021-10-29,KNFB,6256.87
2021-10-30,KNFB,6256.48
2021-10-31,KNFB,6255.91
2021-11-01,KNFB,6255.46
2021-11-02,KNFB,6255.76
2021-11-03,KNFB,6258.23
2021-11-04,KNFB,6260.86
2021-11-05,KNFB,6262.3
2021-11-06,KNFB,6264.44
2021-11-07,KNFB,6266.27
2021-11-08,KNFB,6267.75
2021-11-09,KNFB,6267.75
2021-11-10,KNFB,6269.31
2021-11-11,KNFB,6270.81
2021-11-12,KNFB,6271.55
2021-11-13,KNFB,6272.66
2021-11-14,KNFB,6274.53
2021-11-15,KNFB,6275.95
2021-11-16,KNFB,6278.05
2021-11-17,KNFB,6280.53
2021-11-18,KNFB,6281.0
2021-11-19,KNFB,6281.66
2021-11-20,KNFB,6281.96
2021-11-21,KNFB,6282.46
2021-11-22,KNFB,6283.68
2021-11-23,KNFB,6285.19
2021-11-24,KNFB,6287.88
2021-11-25,KNFB,6290.12
2021-11-26,KNFB,6291.76
2021-11-27,KNFB,6292.39
2021-11-28,KNFB,6294.54
2021-11-29,KNFB,6294.76
2021-11-30,KNFB,6295.63
2021-12-01,KNFB,6296.21
2021-12-02,KNFB,6297.42
2021-12-03,KNFB,6297.8
2021-12-04,KNFB,6298.28
2021-12-05,KNFB,6297.95
2021-12-06,KNFB,6297.91
2021-12-07,KNFB,6297.61
2021-12-08,KNFB,6296.19
2021-12-09,KNFB,6295.55
2021-12-10,KNFB,6296.5
2021-12-11,KNFB,6297.04
2021-12-12,KNFB,6297.47
2021-12-13,KNFB,6299.14
2021-12-14,KNFB,6299.7
2021-12-15,KNFB,6299.6
2021-12-16,KNFB,6298.04
2021-12-17,KNFB,6298.45
2021-12-18,KNFB,6298.45
2021-12-19,KNFB,6298.16
2021-12-20,KNFB,6298.6
2021-12-21,KNFB,6299.86
2021-12-22,KNFB,6298.26
2021-12-23,KNFB,6297.1
2021-12-24,KNFB,6297.13
2021-12-25,KNFB,6294.79
2021-12-26,KNFB,6294.19
2021-12-27,KNFB,6295.44
2021-12-28,KNFB,6294.35
2021-12-29,KNFB,6294.47
2021-12-30,KNFB,6295.94
2021-12-31,KNFB,6297.19
2022-01-01,KNFB,6298.52
2022-01-02,KNFB,6301.26
2022-01-03,KNFB,6304.1
2022-01-04,KNFB,6307.48
2022-01-05,KNFB,6309.49
2022-01-06,KNFB,6311.27
2022-01-07,KNFB,6314.89
2022-01-08,KNFB,6316.84
2022-01-09,KNFB,6319.29
2022-01-10,KNFB,6323.29
2022-01-11,KNFB,6326.28
2022-01-12,KNFB,6329.79
2022-01-13,KNFB,6334.01
2022-01-14,KNFB,6337.48
2022-01-15,KNFB,6339.9
2022-01-16,KNFB,6342.46
2022-01-17,KNFB,6345.11
2022-01-18,KNFB,6348.36
2022-01-19,KNFB,6351.61
2022-01-20,KNFB,6355.2
2022-01-21,KNFB,6359.17
2022-01-22,KNFB,6361.71
2022-01-23,KNFB,6365.73
2022-01-24,KNFB,6369.17
2022-01-25,KNFB,6372.12
2022-01-26,KNFB,6375.26
2022-01-27,KNFB,6378.79
2022-01-28,KNFB,6380.62
2022-01-29,KNFB,6384.19
2022-01-30,KNFB,6387.01
2022-01-31,KNFB,6389.83
2022-02-01,KNFB,6392.12
2022-02-02,KNFB,6395.26
2022-02-03,KNFB,6397.24
2022-02-04,KNFB,6398.52
2022-02-05,KNFB,6401.39
2022-02-06,KNFB,6403.35
2022-02-07,KNFB,6404.18
2022-02-08,KNFB,6405.23
2022-02-09,KNFB,6408.4
2022-02-10,KNFB,6409.97
2022-02-11,KNFB,6411.47
2022-02-12,KNFB,6412.58
2022-02-13,KNFB,6414.63
2022-02-14,KNFB,6415.81
2022-02-15,KNFB,6416.58
2022-02-16,KNFB,6417.92
2022-02-17,KNFB,6420.41
2022-02-18,KNFB,6420.65
2022-02-19,KNFB,6421.06
2022-02-20,KNFB,6422.87
2022-02-21,KNFB,6424.53
2022-02-22,KNFB,6425.87
2022-02-23,KNFB,6426.94
2022-02-24,KNFB,6428.48
2022-02-25,KNFB,6428.82
2022-02-26,KNFB,6430.41
2022-02-27,KNFB,6431.75
2022-02-28,KNFB,6433.49
2022-03-01,KNFB,6437.07
2022-03-02,KNFB,6439.44
2022-03-03,KNFB,6441.47
2022-03-04,KNFB,6443.02
2022-03-05,KNFB,6445.06
2022-03-06,KNFB,6445.86
2022-03-07,KNFB,6447.75
2022-03-08,KNFB,6449.57
2022-03-09,KNFB,6452.4
2022-03-10,KNFB,6455.07
2022-03-11,KNFB,6457.46
2022-03-12,KNFB,6458.78
2022-03-13,KNFB,6460.47
2022-03-14,KNFB,6461.65
2022-03-15,KNFB,6462.27
2022-03-16,KNFB,6462.33
2022-03-17,KNFB,6464.29
2022-03-18,KNFB,6464.83
2022-03-19,KNFB,6465.52
2022-03-20,KNFB,6468.4
2022-03-21,KNFB,6470.49
2022-03-22,KNFB,6472.22
2022-03-23,KNFB,6474.66
2022-03-24,KNFB,6477.43
2022-03-25,KNFB,6478.27
2022-03-26,KNFB,6480.23
2022-03-27,KNFB,6482.67
2022-03-28,KNFB,6484.87
2022-03-29,KNFB,6486.01
2022-03-30,KNFB,6488.17
2022-03-31,KNFB,6490.69
2022-04-01,KNFB,6492.18
